SimTime,SPAD_tester.Anode,SPAD_tester.OUT,SPAD_tester.OUT_$flow,SPAD_tester.VOP,SPAD_tester.VPHOTON,SPAD_tester.net018
1.29676E-08,0.080406238,1.199977844,0,31.2,0,0
1.29774E-08,0.080186518,1.199977944,0,31.2,0,0
1.29887E-08,0.079934515,1.199978059,0,31.2,0,0
1.29915E-08,0.079871638,1.199978087,0,31.2,0,0
1.29958E-08,0.079777415,1.19997813,0,31.2,0,0
0.000000013,0.197849536,1.217771402,0,31.2,0,0
1.30043E-08,0.392491263,1.222500639,0,31.2,0,0
1.30059E-08,0.457994633,1.219578056,0,31.2,0,0
1.30089E-08,0.573632417,1.164355343,0,31.2,0,0
1.30131E-08,0.70164357,0.907298769,0,31.2,0,0
1.30174E-08,0.806671661,0.443098958,0,31.2,0,0
1.30203E-08,0.861810536,0.157407812,0,31.2,0,0
1.30238E-08,0.920698983,0.008694103,0,31.2,0,0
1.30269E-08,0.964158628,0.00369005,0,31.2,0,0
1.30311E-08,1.011428962,0.003065645,0,31.2,0,0
1.30346E-08,1.043925066,0.002205016,0,31.2,0,0
1.30417E-08,1.092960642,0.001468409,0,31.2,0,0
1.30558E-08,1.149706371,0.000549586,0,31.2,0,0
1.30758E-08,1.18167062,0.000202236,0,31.2,0,0
1.31003E-08,1.187030197,-8.28E-05,0,31.2,0,0
1.31085E-08,1.190534921,0.000211979,0,31.2,0,0
1.31249E-08,1.190912021,-0.000156256,0,31.2,0,0
1.31578E-08,1.191421507,0.000151072,0,31.2,0,0
1.32019E-08,1.177123548,-0.000279551,0,31.2,0,0
1.32825E-08,1.151367741,0.00013321,0,31.2,0,0
1.33771E-08,1.121855573,-0.000274208,0,31.2,0,0
1.35664E-08,1.065036949,0.000140582,0,31.2,0,0
1.3661E-08,1.037700753,-0.000283321,0,31.2,0,0
1.38502E-08,0.98507794,0.000161067,0,31.2,0,0
1.42287E-08,0.887531222,-0.000193349,0,31.2,0,0
1.44179E-08,0.842429696,0.000663159,0,31.2,0,0
1.47964E-08,0.758863347,0.002767703,0,31.2,0,0
1.49856E-08,0.720247072,0.007509856,0,31.2,0,0
1.5364E-08,0.64874214,0.027850024,0,31.2,0,0
1.55533E-08,0.615744137,0.055653143,0,31.2,0,0
1.59317E-08,0.554982168,0.295172204,0,31.2,0,0
1.62519E-08,0.508671396,0.729881918,0,31.2,0,0
1.63744E-08,0.491989213,0.882121305,0,31.2,0,0
1.66193E-08,0.460071617,1.082681655,0,31.2,0,0
1.68834E-08,0.427717266,1.147034797,0,31.2,0,0
1.70154E-08,0.412361266,1.159133867,0,31.2,0,0
1.72794E-08,0.383252333,1.177230794,0,31.2,0,0
1.76445E-08,0.346300923,1.188004206,0,31.2,0,0
1.83745E-08,0.282519665,1.197448719,0,31.2,0,0
1.92602E-08,0.220525711,1.199069442,0,31.2,0,0
2.10317E-08,0.133221499,1.200199952,0,31.2,0,0
2.33605E-08,0.067885871,1.199738467,0,31.2,0,0
2.69375E-08,0.022664312,1.200225992,0,31.2,0,0
3.09375E-08,0.006415055,1.199771523,0,31.2,0,0
3.49375E-08,0.001816435,1.200221845,0,31.2,0,0
3.89375E-08,0.000513282,1.199776827,0,31.2,0,0
4.29375E-08,0.000146158,1.200220758,0,31.2,0,0
4.69375E-08,4.06E-05,1.199777209,0,31.2,0,0
4.99688E-08,1.73E-05,1.200222642,0,31.2,0,0
0.000000053,6.10E-06,1.199776555,0,31.2,0,0
5.30016E-08,6.37E-06,1.199880722,0,31.2,0.01875,0.01875
5.30047E-08,6.66E-06,1.19999156,0,31.2,0.05625,0.05625
5.30109E-08,6.68E-06,1.200001249,0,31.2,0.13125,0.13125
5.30234E-08,6.65E-06,1.199998566,0,31.2,0.28125,0.28125
5.30484E-08,6.60E-06,1.199999589,0,31.2,0.58125,0.58125
5.30742E-08,6.55E-06,1.199998811,0,31.2,0.890625,0.890625
5.30807E-08,0.18196881,1.221539228,0,31.2,0.96796875,0.96796875
5.30903E-08,0.611628866,1.05060821,0,31.2,1.083984375,1.083984375
5.30915E-08,0.649110834,0.983801253,0,31.2,1.098486328,1.098486328
5.3094E-08,0.717325346,0.791257838,0,31.2,1.127490234,1.127490234
5.3097E-08,0.790495949,0.472450571,0,31.2,1.163745117,1.163745117
5.31E-08,0.852213641,0.171017138,0,31.2,1.2,1.2
5.31018E-08,0.883656929,0.078306571,0,31.2,1.2,1.2
5.31046E-08,0.927202707,0.007870175,0,31.2,1.2,1.2
5.31079E-08,0.972561679,0.003466288,0,31.2,1.2,1.2
5.31131E-08,1.028211766,0.002745743,0,31.2,1.2,1.2
5.31173E-08,1.062120134,0.00184761,0,31.2,1.2,1.2
5.31255E-08,1.111040427,0.001210438,0,31.2,1.2,1.2
5.3142E-08,1.163013654,0.000351426,0,31.2,1.2,1.2
5.31632E-08,1.18651312,0.000158126,0,31.2,1.2,1.2
5.31816E-08,1.193680621,2.49E-05,0,31.2,1.2,1.2
5.32E-08,1.196946177,5.08E-05,0,31.2,1.2,1.2
5.32092E-08,1.197959505,2.62E-05,0,31.2,1.089607082,1.089607082
